raw/gen/time/iterations,raw/gen/time/time_elapsed,raw/gen/time/total_timesteps,raw/gen/time/fps,raw/gen/train/clip_fraction,raw/gen/train/learning_rate,raw/gen/train/n_updates,raw/gen/rollout/ep_rew_wrapped_mean,raw/gen/train/explained_variance,raw/gen/train/policy_gradient_loss,raw/gen/train/clip_range,raw/gen/train/loss,raw/gen/train/approx_kl,raw/gen/train/entropy_loss,raw/gen/train/value_loss
12,112,1196032,436,0.0447265625,0.00010300000000000001,1455,-72.66991216182709,-4.76837158203125e-07,-0.0020021084579639136,0.1,2.525275468826294,0.0013024508,-1.2462580651044846,10.833703470230102
13,122,1200128,435,0.049267578125,0.00010266666666666666,1460,-72.73362792253494,8.344650268554688e-07,-0.002024061605334282,0.1,2.4034781455993652,0.0019549495,-1.2237454235553742,10.687768459320068
14,132,1204224,434,0.04306640625,0.00010233333333333333,1465,-72.58685734152795,-4.76837158203125e-07,-0.002346042433055118,0.1,2.316007137298584,0.0017643301,-1.229727602005005,10.166771531105042
15,141,1208320,433,0.04892578125,0.00010200000000000001,1470,-72.77682787060738,-5.960464477539062e-07,-0.001997242437209934,0.1,2.4392178058624268,0.0014257913,-1.2347364455461503,10.318439030647278
16,151,1212416,432,0.0326171875,0.00010166666666666668,1475,-72.80718943953514,2.9802322387695312e-06,-0.002174153784289956,0.1,2.201903820037842,0.0010363815,-1.2419109880924224,10.022999930381776
17,160,1216512,432,0.05205078125,0.00010133333333333333,1480,-72.88970432758332,1.430511474609375e-06,-0.0019118677999358624,0.1,2.328502655029297,0.0013766977,-1.2548371404409409,10.021215462684632
18,170,1220608,432,0.037255859375,0.000101,1485,-72.77926604032517,9.5367431640625e-07,-0.002588950382778421,0.1,2.1232385635375977,0.0018918539,-1.234451061487198,9.55658745765686
19,180,1224704,431,0.08203125,0.00010066666666666667,1490,-72.75261452436447,2.0265579223632812e-06,-0.0036443566728848963,0.1,2.1594913005828857,0.0023845634,-1.2093501746654511,9.352459383010864
20,189,1228800,431,0.036376953125,0.00010033333333333334,1495,-72.78601223230362,-2.384185791015625e-07,-0.0027390692615881563,0.1,2.097125291824341,0.0026220595,-1.18617285490036,9.164801764488221
1,2,1232896,1451,0.038720703125,0.0001,1500,-72.67074948370457,-1.7881393432617188e-06,-0.002012800649390556,0.1,1.9754613637924194,0.0013737974,-1.1684847474098206,8.763838231563568
2,12,1236992,652,0.060595703125,0.00010593750000000001,1505,-69.99229998469353,-1.6689300537109375e-06,-0.0024619380827061834,0.1,1.015105128288269,0.0020401739,-1.1234459638595582,4.654513680934906
3,23,1241088,532,0.02900390625,0.000105625,1510,-68.59802012085915,-2.384185791015625e-07,-0.001685162668582052,0.1,0.9880526661872864,0.0013011252,-1.0834748446941376,4.512847352027893
4,33,1245184,495,0.069921875,0.0001053125,1515,-68.43331908464432,-2.384185791015625e-07,-0.0027080300846137107,0.1,0.897661566734314,0.0024003005,-1.0517756521701813,4.180622714757919
5,42,1249280,478,0.052978515625,0.000105,1520,-68.31153418123722,-1.1920928955078125e-07,-0.0012920706532895565,0.1,0.8471747636795044,0.0019195799,-1.0377658978104591,3.922773140668869
6,52,1253376,468,0.060595703125,0.0001046875,1525,-68.1849182844162,5.543231964111328e-06,-0.0028658797091338784,0.1,0.8242889642715454,0.0019593462,-0.9802327007055283,3.828839731216431
7,62,1257472,459,0.055810546875,0.000104375,1530,-68.34616779029369,-2.1457672119140625e-06,-0.0027124127256684004,0.1,0.8209373354911804,0.0016214834,-0.9325678437948227,3.706180328130722
8,72,1261568,453,0.052197265625,0.0001040625,1535,-68.19497424423695,-1.430511474609375e-06,-0.0029656036815140395,0.1,0.7431998252868652,0.0016535977,-0.8992179438471795,3.4583899319171905
9,81,1265664,449,0.05,0.00010375,1540,-68.23788079559803,-2.0265579223632812e-06,-0.0024706904659979045,0.1,0.7507502436637878,0.001284624,-0.8687376141548157,3.4256750524044035
10,91,1269760,446,0.05625,0.00010343750000000001,1545,-68.18051713049412,-2.7418136596679688e-06,-0.0032153693377040327,0.1,0.6676338911056519,0.0014716783,-0.8633663684129715,3.146404105424881
11,101,1273856,444,0.05546875,0.000103125,1550,-68.01095905184746,-5.960464477539062e-07,-0.0034979935502633453,0.1,0.6098793148994446,0.0020400328,-0.8524953708052635,2.9496089935302736
12,111,1277952,442,0.066015625,0.0001028125,1555,-67.90971355378628,-4.76837158203125e-07,-0.0036308571638073773,0.1,0.5614343881607056,0.0017542628,-0.8077375769615174,2.767743021249771
13,120,1282048,440,0.05712890625,0.00010250000000000001,1560,-67.82321368455887,3.5762786865234375e-07,-0.004149920935742557,0.1,0.5499616265296936,0.001954195,-0.761257903277874,2.632526707649231
14,130,1286144,438,0.04169921875,0.0001021875,1565,-67.74195634007454,1.7881393432617188e-07,-0.0023682881495915354,0.1,0.5035461187362671,0.0014370428,-0.7325304210186004,2.4769729316234588
15,140,1290240,436,0.0611328125,0.00010187500000000001,1570,-67.54222623348237,-7.152557373046875e-07,-0.003930381778627634,0.1,0.4357314109802246,0.0015578214,-0.7270162209868432,2.2162170976400377
16,150,1294336,435,0.05712890625,0.00010156250000000001,1575,-67.27007723748684,3.3974647521972656e-06,-0.0036038196936715393,0.1,0.4078139662742615,0.0018776138,-0.7245147794485092,2.0208414822816847
17,160,1298432,434,0.082861328125,0.00010125,1580,-67.33212597489357,1.7881393432617188e-07,-0.0026799754879903047,0.1,0.4028128683567047,0.0027969738,-0.6975831970572471,2.016685038805008
18,169,1302528,433,0.073876953125,0.00010093750000000001,1585,-66.92510284721851,3.993511199951172e-06,-0.004824695107527077,0.1,0.34366825222969055,0.0021785982,-0.6611671492457389,1.64531070291996
19,179,1306624,433,0.089990234375,0.000100625,1590,-66.48264001607895,6.258487701416016e-06,-0.003738629922736436,0.1,0.25650864839553833,0.0030006869,-0.6306225225329399,1.3942466288805009
20,189,1310720,432,0.058349609375,0.0001003125,1595,-66.6343572628498,5.9604644775390625e-06,-0.0036719818774145095,0.1,0.2853247821331024,0.0017178387,-0.6027763620018959,1.4768718242645265
1,3,1314816,1242,0.043408203125,0.0001,1600,-66.82685512959956,1.2159347534179688e-05,-0.0033145813446026295,0.1,0.3153979778289795,0.0014203473,-0.5728637859225273,1.523886400461197
2,13,1318912,607,0.07578125,0.00010558823529411765,1605,-60.93570114552975,4.649162292480469e-06,-0.0019527265569195152,0.1,0.2724251449108124,0.0028230273,-0.5551213219761848,1.2374128192663192
3,23,1323008,522,0.1484375,0.00010529411764705883,1610,-57.60108950674534,2.2292137145996094e-05,-0.0017954988521523773,0.1,0.23837296664714813,0.012350991,-0.639646066725254,1.0756377637386323
4,33,1327104,490,0.142431640625,0.000105,1615,-57.5893256855011,0.0062201619148254395,0.004372930293902755,0.1,0.019766926765441895,0.008327925,-0.6526762589812278,0.407359616830945
5,43,1331200,472,0.0693359375,0.00010470588235294118,1620,-57.393118226528166,0.661653995513916,0.0007147965952754021,0.1,0.0442560613155365,0.0029868898,-0.5791739985346794,0.3195478741079569
6,53,1335296,458,0.053369140625,0.00010441176470588236,1625,-57.0727306753397,0.7910452038049698,-0.003123944264370948,0.1,0.022022271528840065,0.0025859007,-0.572783824801445,0.3308517914265394
7,63,1339392,450,0.0783203125,0.00010411764705882353,1630,-56.17179651916027,0.8211241662502289,-0.001607773418072611,0.1,0.07136724144220352,0.006149841,-0.522957942634821,0.5079753428697587
8,73,1343488,444,0.093310546875,0.00010382352941176471,1635,-56.350116816163066,0.7964926809072495,-0.000994720368180424,0.1,0.11248259246349335,0.0019294738,-0.5852113574743271,0.5846715472638607
9,83,1347584,440,0.052978515625,0.00010352941176470589,1640,-56.372485907673834,0.795003741979599,-0.0020007237675599755,0.1,0.08243551850318909,0.0025076645,-0.5585256040096283,0.6862522408366203
10,93,1351680,436,0.07392578125,0.00010323529411764706,1645,-55.97054409563541,0.79720339179039,0.00012375557562336326,0.1,0.07802887260913849,0.0022301138,-0.5302829504013061,0.5786152377724647
11,103,1355776,434,0.080517578125,0.00010294117647058824,1650,-55.213224331140516,0.8343669921159744,-0.0016333715699147432,0.1,0.08536668866872787,0.0031990176,-0.5036985732614994,0.5967026591300965
12,114,1359872,430,0.040478515625,0.00010264705882352942,1655,-55.795974218845366,0.8302201479673386,-0.0026381199713796377,0.1,0.12380081415176392,0.0018099917,-0.5331609159708023,0.6501382932066917
13,124,1363968,429,0.045654296875,0.00010235294117647059,1660,-55.509497707486155,0.8482228964567184,-0.0021388964378274977,0.1,0.0702303871512413,0.0019189655,-0.48455771878361703,0.5288222037255764
14,134,1368064,427,0.043603515625,0.00010205882352941177,1665,-55.164630270004274,0.8252686560153961,-0.0012211367953568696,0.1,0.09342361986637115,0.0015849577,-0.4932548701763153,0.7123932264745235
15,144,1372160,426,0.054638671875,0.00010176470588235295,1670,-55.35312915205955,0.8280444741249084,-0.0009709830628708005,0.1,0.11834882944822311,0.0024763881,-0.5002391524612904,0.8049006849527359
16,154,1376256,424,0.0595703125,0.00010147058823529412,1675,-55.23239065647125,0.8100698292255402,-0.0026647855673218148,0.1,0.1355459839105606,0.0024290015,-0.4756771303713322,0.867388778924942
17,164,1380352,423,0.049951171875,0.0001011764705882353,1680,-54.773973887562754,0.8466531336307526,-0.0020740487962029874,0.1,0.10124734789133072,0.0016869446,-0.44343260005116464,0.6826257206499576
18,174,1384448,422,0.06064453125,0.00010088235294117648,1685,-54.43074905335903,0.821650043129921,-0.001362974790390581,0.1,0.13259071111679077,0.002796113,-0.4578040733933449,0.8627275615930557
19,184,1388544,421,0.056005859375,0.00010058823529411765,1690,-54.32227918982506,0.8296355754137039,-0.00015176215674728155,0.1,0.12454105913639069,0.00258409,-0.41404249593615533,0.7872851200401783
20,194,1392640,421,0.054638671875,0.00010029411764705883,1695,-54.2762042081356,0.8437231332063675,-0.002786677179392427,0.1,0.15638388693332672,0.0021241144,-0.41588879451155664,0.823678557574749
1,3,1396736,1215,0.046240234375,0.0001,1700,-54.527247635126116,0.8431181013584137,-0.0008610510092694312,0.1,0.1576118916273117,0.0018515993,-0.41660528928041457,0.9123958095908165
2,13,1400832,591,0.041259765625,0.00010527777777777779,1705,-47.6318748497963,0.8104779571294785,0.00028160176589153707,0.1,0.3048187494277954,0.0010226441,-0.40728851184248926,2.859566739201546
3,24,1404928,494,0.049365234375,0.000105,1710,-43.50429433584213,0.8465384244918823,-0.0004989052831660956,0.1,0.2980268597602844,0.0009144576,-0.41328093186020853,1.893980461359024
4,35,1409024,459,0.02744140625,0.00010472222222222224,1715,-43.691887887120245,0.859357550740242,-0.00042934981174767015,0.1,0.21952490508556366,0.00097314717,-0.4181853950023651,1.4817347824573517
5,46,1413120,444,0.0287109375,0.00010444444444444444,1720,-42.9924017560482,0.8750715851783752,0.0007003348495345562,0.1,0.1379106342792511,0.00069802784,-0.3419134609401226,1.1690966218709946
6,56,1417216,435,0.02734375,0.00010416666666666667,1725,-43.169002061486246,0.8698005229234695,-0.00016821463941596448,0.1,0.26714184880256653,0.00068818574,-0.3766602464020252,1.2716333091259002
7,66,1421312,427,0.0275390625,0.00010388888888888889,1730,-43.3010345107317,0.8782056644558907,0.00012765148421749472,0.1,0.1459692418575287,0.0006352782,-0.3676830716431141,0.954931090772152
8,77,1425408,420,0.039794921875,0.00010361111111111111,1735,-43.05917224824429,0.8878651708364487,-0.0008382743631955236,0.1,0.1365625411272049,0.00059231464,-0.3534207873046398,0.7793644368648529
9,88,1429504,417,0.01689453125,0.00010333333333333334,1740,-42.95569227695465,0.89468003064394,-0.0009280376601964235,0.1,0.12325003743171692,0.0008653883,-0.3703234948217869,0.7163483127951622
10,98,1433600,416,0.0318359375,0.00010305555555555556,1745,-43.113855739831926,0.8683483451604843,-0.00029337689047679303,0.1,0.18480202555656433,0.00093744847,-0.3771123468875885,0.8729742243885994
11,108,1437696,415,0.039404296875,0.00010277777777777778,1750,-42.9732472884655,0.9074377417564392,-0.0011026602529454975,0.1,0.08503515273332596,0.0012279281,-0.37113517746329305,0.49789334684610365
12,118,1441792,413,0.02470703125,0.00010250000000000001,1755,-43.07160872042179,0.905072458088398,-0.0011915191949810832,0.1,0.08629989624023438,0.0005953649,-0.3552291490137577,0.6051982894539834
13,129,1445888,412,0.02685546875,0.00010222222222222223,1760,-43.230155473947526,0.8993513807654381,-0.0013428258476778864,0.1,0.08483481407165527,0.000726509,-0.38001920357346536,0.6141657695174217
14,139,1449984,410,0.0302734375,0.00010194444444444445,1765,-43.19581239640713,0.8916392922401428,-0.0013278348313178867,0.1,0.10320066660642624,0.0010565931,-0.3734680972993374,0.5246562324464321
15,150,1454080,409,0.04755859375,0.00010166666666666668,1770,-43.070893143415454,0.885539636015892,-0.00042581392917782066,0.1,0.06663572043180466,0.0019295695,-0.37752204686403273,0.5537472732365132
16,160,1458176,408,0.01630859375,0.00010138888888888889,1775,-43.026946833729745,0.8817025125026703,-0.0012511255161371082,0.1,0.07558783143758774,0.0006259327,-0.37586974650621413,0.5021552115678787
17,170,1462272,407,0.0298828125,0.00010111111111111112,1780,-42.980256544351576,0.9170123040676117,-0.001133594539714977,0.1,0.057837456464767456,0.00079098844,-0.36094611287117007,0.3923349425196648
18,180,1466368,407,0.024853515625,0.00010083333333333334,1785,-43.39358163654804,0.8888090774416924,-0.0015994236280675977,0.1,0.0876951590180397,0.0020098342,-0.3692095741629601,0.48696763142943383
19,190,1470464,407,0.033154296875,0.00010055555555555555,1790,-43.36480301082134,0.8873008862137794,-0.0012876961787696927,0.1,0.06479118764400482,0.0012085228,-0.3764708124101162,0.39306804202497003
20,201,1474560,407,0.0140625,0.00010027777777777779,1795,-43.5444303548336,0.8843059465289116,-0.0015669412416173146,0.1,0.07314358651638031,0.0006005713,-0.36794753149151804,0.44424854815006254
1,3,1478656,1199,0.024072265625,0.0001,1800,-43.06259331762791,0.8829085156321526,-0.0013566354580689221,0.1,0.05474746599793434,0.001156001,-0.35044433996081353,0.39486465938389304
2,13,1482752,586,0.024755859375,0.000105,1805,-39.06258948147297,0.8772553727030754,0.0005581620847806334,0.1,0.0922183096408844,0.0007192278,-0.3553407549858093,0.7720813937485218
3,24,1486848,502,0.03291015625,0.00010473684210526316,1810,-36.94807870388031,0.8809293061494827,-0.0002444050565827638,0.1,0.09501087665557861,0.0009837308,-0.3792696140706539,0.7507378213107586
4,35,1490944,463,0.03662109375,0.00010447368421052632,1815,-36.70910930216312,0.9195377007126808,-0.00032069182489067314,0.1,0.07238665968179703,0.0006611564,-0.3333668202161789,0.5887441366910935
5,45,1495040,447,0.031787109375,0.00010421052631578949,1820,-36.71619468212128,0.914301760494709,-0.0016635173873510213,0.1,0.07677493244409561,0.0019528447,-0.3729816600680351,0.49710101783275606
6,56,1499136,436,0.0177734375,0.00010394736842105264,1825,-36.702165302038196,0.8834226354956627,-0.0010269162827171384,0.1,0.08341249078512192,0.0005388073,-0.3779921382665634,0.6330864787101745
7,66,1503232,431,0.029931640625,0.0001036842105263158,1830,-36.73155628859997,0.8864490985870361,-0.00045755755272693934,0.1,0.0849766656756401,0.0005377084,-0.3989053972065449,0.5968312956392765
8,76,1507328,426,0.026220703125,0.00010342105263157896,1835,-36.87318144857883,0.884644627571106,-0.001540322636719793,0.1,0.0851907730102539,0.0007447194,-0.4293236017227173,0.568534030020237
9,86,1511424,423,0.018359375,0.00010315789473684211,1840,-36.74904456198215,0.8793908953666687,-0.001530089194420725,0.1,0.08309976756572723,0.00074651756,-0.39457466155290605,0.5427046805620194
10,97,1515520,419,0.016796875,0.00010289473684210527,1845,-36.69175817251205,0.8595029562711716,-0.000734177662525326,0.1,0.08922609686851501,0.0007152531,-0.4280584312975407,0.5750516161322594
11,107,1519616,417,0.042236328125,0.00010263157894736843,1850,-36.68696617305279,0.8650862276554108,-0.0007225546753033996,0.1,0.09119465947151184,0.00073658937,-0.43147834539413454,0.5456595607101917
12,118,1523712,414,0.026953125,0.00010236842105263158,1855,-36.953039515614506,0.8952139392495155,-0.00248084245249629,0.1,0.04519440233707428,0.0016792621,-0.4444085150957108,0.4379547320306301
13,128,1527808,413,0.023974609375,0.00010210526315789474,1860,-36.876713777184484,0.867072656750679,-0.0007400735164992511,0.1,0.08259005844593048,0.00075431674,-0.45505680292844775,0.6038595579564572
14,138,1531904,413,0.039306640625,0.0001018421052631579,1865,-36.95973723232746,0.7983070015907288,-0.00044229041086509826,0.1,0.046849753707647324,0.001725855,-0.45445081144571303,0.3892449576407671
15,148,1536000,412,0.023876953125,0.00010157894736842107,1870,-36.95676543951035,0.8710763603448868,-0.0015329478774219751,0.1,0.052148714661598206,0.0010535945,-0.43473262190818784,0.40562273636460305
16,158,1540096,412,0.018359375,0.00010131578947368422,1875,-36.71430684447289,0.8349585384130478,-0.0010685856221243739,0.1,0.05044002830982208,0.0007328367,-0.41011307686567305,0.43062659800052644
17,168,1544192,412,0.02109375,0.00010105263157894738,1880,-36.79111970901489,0.8030358254909515,-0.0006864935508929193,0.1,0.04769305884838104,0.0006854775,-0.42397465780377386,0.38259469978511335
18,178,1548288,411,0.041162109375,0.00010078947368421054,1885,-37.02336495399475,0.8174018114805222,-0.00020218813442625106,0.1,0.032153185456991196,0.0025700051,-0.4011483766138554,0.24355159737169743
19,189,1552384,410,0.027001953125,0.00010052631578947369,1890,-37.014752496480945,0.8287529051303864,-0.0014125609188340605,0.1,0.03689595311880112,0.0007214701,-0.4346635974943638,0.26391417868435385
20,199,1556480,410,0.0376953125,0.00010026315789473685,1895,-36.90721079945564,0.8321532756090164,-0.0007496216392610222,0.1,0.0423470176756382,0.001518081,-0.4114222824573517,0.2908886343240738
1,3,1560576,1208,0.029443359375,0.0001,1900,-36.723054438233376,0.7980950176715851,-0.0003290185646619648,0.1,0.060958124697208405,0.00082763925,-0.41575755551457405,0.3920563876628876
2,14,1564672,581,0.02490234375,0.00010475,1905,-35.9917882630229,0.6556208729743958,-0.0006304736773017794,0.1,0.08093612641096115,0.0013473023,-0.3985592946410179,0.6139316692948341
3,24,1568768,502,0.0353515625,0.0001045,1910,-35.764482163488864,0.7670809775590897,-0.0011888007924426348,0.1,0.08307606726884842,0.001669876,-0.41770073473453523,0.6104512520134449
4,34,1572864,470,0.031689453125,0.00010425,1915,-35.732339717149735,0.8319162279367447,-0.000974680794752203,0.1,0.06502310931682587,0.0009125188,-0.4080949164927006,0.4236790888011456
5,44,1576960,455,0.02158203125,0.00010400000000000001,1920,-35.59302017301321,0.7919784933328629,-0.0013087232306133955,0.1,0.07136784493923187,0.0012196567,-0.41925013884902,0.5210962459445
6,55,1581056,446,0.0291015625,0.00010375,1925,-35.499982241988185,0.7649490386247635,-0.00018848329782485961,0.1,0.05637449026107788,0.0019167782,-0.4346829652786255,0.5479811489582062
7,65,1585152,436,0.03876953125,0.00010350000000000001,1930,-35.44313721686601,0.7245643734931946,-0.001759408274665475,0.1,0.06273379921913147,0.0016268648,-0.45637300834059713,0.4631562832742929
8,76,1589248,426,0.019921875,0.00010325,1935,-35.41402669161558,0.4710909128189087,-0.00032863774104043844,0.1,0.060675766319036484,0.00083052914,-0.4469842717051506,0.37058706805109976
9,87,1593344,420,0.024560546875,0.00010300000000000001,1940,-35.48591127455234,0.7344098091125488,-0.0012674250756390393,0.1,0.05597300827503204,0.00084855873,-0.4412613339722157,0.38284401036798954
10,98,1597440,415,0.027001953125,0.00010275,1945,-35.49982084780932,0.6540532112121582,-0.0010445076273754238,0.1,0.029839061200618744,0.0015900459,-0.42938701882958413,0.2247637776657939
11,109,1601536,412,0.057177734375,0.00010250000000000001,1950,-35.39498081356287,0.7631292790174484,0.0008004734525457024,0.1,0.022013012319803238,0.0008915148,-0.4098029136657715,0.18525191191583873
12,119,1605632,409,0.019189453125,0.00010225,1955,-35.085787519812584,0.6733301877975464,-0.0007236054865643382,0.1,0.016126273199915886,0.0006325416,-0.3877591028809547,0.1266394413076341
13,130,1609728,408,0.034033203125,0.00010200000000000001,1960,-35.140200873017314,0.6161438226699829,-0.001528958883136511,0.1,0.007794294506311417,0.0011856717,-0.37901989594101904,0.08453317629173399
14,140,1613824,407,0.037109375,0.00010175,1965,-35.101310701966284,0.7676858901977539,-0.002205001865513623,0.1,0.0072701359167695045,0.0009130347,-0.36721832007169725,0.11021510623395443
15,151,1617920,406,0.025390625,0.0001015,1970,-35.02544337660074,0.4884507656097412,-0.0007576978416182101,0.1,0.004828203469514847,0.0011083168,-0.34532576203346255,0.08547165496274829
16,161,1622016,405,0.0498046875,0.00010125,1975,-34.92503624111414,0.7089207172393799,-0.0014336714055389165,0.1,0.002678900957107544,0.0011885378,-0.3411852516233921,0.07237154319882393
17,171,1626112,405,0.045361328125,0.000101,1980,-35.0153624650836,0.7264159023761749,-0.0009922492667101324,0.1,0.005665203556418419,0.0011650303,-0.33909271359443666,0.07646818179637194
18,181,1630208,406,0.036376953125,0.00010075,1985,-34.86138455092907,0.816917672753334,-0.0019388884538784623,0.1,0.005015629809349775,0.00095044967,-0.3105793513357639,0.06011085771024227
19,190,1634304,407,0.02880859375,0.0001005,1990,-34.606585243344306,0.6938458383083344,-0.001459846633952111,0.1,-0.003195660188794136,0.0011766476,-0.2906895145773888,0.03642896409146488
20,200,1638400,408,0.05361328125,0.00010025,1995,-34.67993052870035,0.6115293800830841,0.000876406003953889,0.1,0.005219809710979462,0.0013294033,-0.29283307641744616,0.04044278496876359
1,2,1642496,1485,0.0369140625,0.0001,2000,-34.65902805924416,0.6501834690570831,-0.0008086721529252828,0.1,-0.00032703764736652374,0.000806102,-0.2740071527659893,0.03222925513982773
2,12,1646592,634,0.0603515625,0.00010452380952380952,2005,-34.29364101082086,0.5624662637710571,-0.005587133043445647,0.1,-0.004574595019221306,0.0029939406,-0.27977719232439996,0.10239262273535132
3,22,1650688,540,0.01083984375,0.00010428571428571428,2010,-33.99675220549106,0.7926851361989975,-0.0006989939545746892,0.1,0.02041766047477722,0.0004486815,-0.26209227070212365,0.11675823908299207
4,32,1654784,503,0.01787109375,0.00010404761904761905,2015,-34.1139504057169,0.8648716360330582,-0.0023645589011721314,0.1,0.016843363642692566,0.00085036986,-0.28453759253025057,0.15331774558871986
5,42,1658880,485,0.016064453125,0.00010380952380952381,2020,-33.94524143129587,0.769601508975029,-0.0016822926234453916,0.1,0.018918022513389587,0.00031781237,-0.2627884216606617,0.1453452304005623
6,51,1662976,473,0.028076171875,0.00010357142857142858,2025,-33.7334825643897,0.702655702829361,-0.002333293145056814,0.1,0.006577136926352978,0.0008336749,-0.24432516060769557,0.12031752970069647
7,61,1667072,463,0.023583984375,0.00010333333333333334,2030,-33.83550406485796,0.6580751538276672,-0.0033428134745918216,0.1,0.002864329144358635,0.0005811557,-0.2508185938000679,0.0841169168241322
8,71,1671168,458,0.0337890625,0.0001030952380952381,2035,-33.75551832526922,0.7011312544345856,-0.002472411829512566,0.1,0.022557657212018967,0.001020551,-0.239630763232708,0.08144988007843494
9,81,1675264,454,0.0232421875,0.00010285714285714286,2040,-33.84822570294142,0.7460861802101135,-0.0012548172322567551,0.1,0.008821366354823112,0.00074973033,-0.24087665975093842,0.09026779644191266
10,90,1679360,451,0.025341796875,0.00010261904761904762,2045,-33.52068601578474,0.6206977367401123,-0.0012137822865042835,0.1,0.003434761893004179,0.0006561156,-0.1941189132630825,0.05002512540668249
11,100,1683456,449,0.03203125,0.00010238095238095239,2050,-33.54524363130331,0.7128701508045197,-0.0013816449965815992,0.1,-0.004996749572455883,0.00070054113,-0.21096201352775096,0.044418873311951754
12,109,1687552,447,0.032666015625,0.00010214285714285715,2055,-33.61954488426447,0.7591075599193573,-0.0029278607573360203,0.1,-0.00492465402930975,0.0010317108,-0.20513521023094655,0.0389560314361006
13,119,1691648,444,0.023486328125,0.00010190476190476192,2060,-33.47953222900629,0.7511832863092422,-0.002385254146065563,0.1,0.0011242898181080818,0.00044705422,-0.16964318938553333,0.031728282757103446
14,129,1695744,443,0.021826171875,0.00010166666666666668,2065,-33.3719365131855,0.7911885529756546,-0.0026008136337623,0.1,-0.0058782752603292465,0.0013343033,-0.16523624137043952,0.024258369603194295
15,138,1699840,442,0.031787109375,0.00010142857142857143,2070,-33.34869945973158,0.7124606966972351,-0.002974041982088238,0.1,-0.00019084056839346886,0.00091336947,-0.1526822943240404,0.03466752041131258
16,148,1703936,441,0.025830078125,0.0001011904761904762,2075,-33.42642127454281,0.7537591755390167,-0.0011061302211601287,0.1,0.004835134372115135,0.00090976554,-0.14982584044337272,0.04458755464293063
17,158,1708032,440,0.021533203125,0.00010095238095238096,2080,-33.45238694697618,0.7593371272087097,-0.003949564741924405,0.1,-0.003297029063105583,0.0007806356,-0.1405098397284746,0.02327343279030174
18,167,1712128,440,0.02138671875,0.00010071428571428571,2085,-33.280805939137935,0.7984470576047897,-0.0015696786809712648,0.1,-0.0015612279530614614,0.00074505113,-0.12257805075496435,0.018628487549722194
19,177,1716224,439,0.021826171875,0.00010047619047619048,2090,-33.24844123482704,0.7566691190004349,-0.0015285122790373862,0.1,0.00029776408337056637,0.0006579652,-0.10740639921277761,0.020239471388049424
20,186,1720320,439,0.019091796875,0.00010023809523809524,2095,-33.24401054769754,0.774962842464447,-0.001072592369746417,0.1,-0.0034393081441521645,0.0007303646,-0.11173363626003266,0.015725432545877993
1,3,1724416,1266,0.0248046875,0.0001,2100,-33.33620237827301,0.7837256342172623,-0.0029216557624749838,0.1,0.0017695184797048569,0.0012541176,-0.1252733377739787,0.031420793989673255
2,13,1728512,622,0.02001953125,0.00010431818181818182,2105,-32.09196425646544,0.6761228442192078,0.0012519741663709282,0.1,0.015625860542058945,0.0013761637,-0.13194038588553667,0.0987877014093101
3,22,1732608,535,0.01328125,0.00010409090909090909,2110,-30.949481755793094,0.5640546381473541,-0.0004240739799570292,0.1,0.006710963323712349,0.000664382,-0.0985863296315074,0.07185320062562824
4,32,1736704,502,0.012060546875,0.00010386363636363638,2115,-30.743034274578093,0.64366015791893,-0.0012566895748022944,0.1,0.008683058433234692,0.00045081,-0.09447712264955044,0.053604788379743695
5,42,1740800,478,0.015283203125,0.00010363636363636364,2120,-30.7610974958539,0.6772253513336182,-0.0007330340798944235,0.1,0.00374062592163682,0.0007705794,-0.08704838193953038,0.047688051825389266
6,52,1744896,466,0.0158203125,0.00010340909090909091,2125,-30.938172114789484,0.7201932668685913,-0.001069365197326988,0.1,0.003757476806640625,0.00045462762,-0.09721746928989887,0.04692104184068739
7,62,1748992,459,0.007421875,0.0001031818181818182,2130,-30.843244875967503,0.7282693684101105,-0.0010319264969439247,0.1,0.002190595492720604,0.0003155163,-0.09160309378057718,0.03385880566202104
8,72,1753088,454,0.01279296875,0.00010295454545454545,2135,-30.842494246065616,0.750147134065628,-0.0007351452601142228,0.1,0.006989284884184599,0.00053804583,-0.09340448696166277,0.03939530155621469
9,81,1757184,451,0.006494140625,0.00010272727272727273,2140,-30.620847182273863,0.7094820141792297,-0.001171255498775281,0.1,0.0003626956604421139,0.00016659821,-0.07929907683283091,0.02331420951522887
10,91,1761280,448,0.0109375,0.00010250000000000001,2145,-30.70934694081545,0.7345110177993774,-0.0002862582332454622,0.1,0.007449939381331205,0.00085092196,-0.08833620697259903,0.02448816366959363
11,101,1765376,445,0.015478515625,0.00010227272727272727,2150,-30.805113009214402,0.7771595120429993,-0.001435819367179647,0.1,-3.6642886698246e-05,0.0006979317,-0.0855095773935318,0.027744414610788228
12,110,1769472,443,0.01123046875,0.00010204545454545456,2155,-30.73956023901701,0.7568188607692719,-0.001209033455234021,0.1,0.0005114595405757427,0.0004689192,-0.07823838666081429,0.030725089972838758
13,120,1773568,441,0.0103515625,0.00010181818181818183,2160,-30.798956615030765,0.7938534617424011,-0.0020030506420880556,0.1,0.00019972538575530052,0.00079617224,-0.08038931246846914,0.022458138898946343
